 LAMMPS data file via lmpdata.f95
  
    6912 atoms
       4 atom types
  
     0.289     71.591 xlo xhi
     0.289     71.591 ylo yhi
     0.289     71.591 zlo zhi
  
 Atoms
  
       1        1      0.000      0.000      0.000
       2        4      2.971      2.971      0.000
       3        2      0.000      2.971      2.971
       4        2      2.971      0.000      2.971
       5        2      5.942      0.000      0.000
       6        1      8.913      2.971      0.000
       7        2      5.942      2.971      2.971
       8        2      8.913      0.000      2.971
       9        1     11.884      0.000      0.000
      10        4     14.855      2.971      0.000
      11        3     11.884      2.971      2.971
      12        2     14.855      0.000      2.971
      13        4     17.826      0.000      0.000
      14        1     20.797      2.971      0.000
      15        4     17.826      2.971      2.971
      16        1     20.797      0.000      2.971
      17        2     23.767      0.000      0.000
      18        2     26.738      2.971      0.000
      19        4     23.767      2.971      2.971
      20        4     26.738      0.000      2.971
      21        2     29.709      0.000      0.000
      22        4     32.680      2.971      0.000
      23        1     29.709      2.971      2.971
      24        2     32.680      0.000      2.971
      25        3     35.651      0.000      0.000
      26        4     38.622      2.971      0.000
      27        3     35.651      2.971      2.971
      28        1     38.622      0.000      2.971
      29        2     41.593      0.000      0.000
      30        4     44.564      2.971      0.000
      31        2     41.593      2.971      2.971
      32        3     44.564      0.000      2.971
      33        4     47.535      0.000      0.000
      34        3     50.506      2.971      0.000
      35        4     47.535      2.971      2.971
      36        3     50.506      0.000      2.971
      37        1     53.477      0.000      0.000
      38        2     56.448      2.971      0.000
      39        4     53.477      2.971      2.971
      40        1     56.448      0.000      2.971
      41        2     59.419      0.000      0.000
      42        2     62.390      2.971      0.000
      43        3     59.419      2.971      2.971
      44        4     62.390      0.000      2.971
      45        1     65.361      0.000      0.000
      46        1     68.331      2.971      0.000
      47        4     65.361      2.971      2.971
      48        3     68.331      0.000      2.971
      49        3      0.000      5.942      0.000
      50        4      2.971      8.913      0.000
      51        3      0.000      8.913      2.971
      52        2      2.971      5.942      2.971
      53        3      5.942      5.942      0.000
      54        1      8.913      8.913      0.000
      55        3      5.942      8.913      2.971
      56        2      8.913      5.942      2.971
      57        4     11.884      5.942      0.000
      58        2     14.855      8.913      0.000
      59        2     11.884      8.913      2.971
      60        2     14.855      5.942      2.971
      61        3     17.826      5.942      0.000
      62        4     20.797      8.913      0.000
      63        3     17.826      8.913      2.971
      64        4     20.797      5.942      2.971
      65        2     23.767      5.942      0.000
      66        3     26.738      8.913      0.000
      67        1     23.767      8.913      2.971
      68        2     26.738      5.942      2.971
      69        2     29.709      5.942      0.000
      70        1     32.680      8.913      0.000
      71        4     29.709      8.913      2.971
      72        2     32.680      5.942      2.971
      73        4     35.651      5.942      0.000
      74        3     38.622      8.913      0.000
      75        3     35.651      8.913      2.971
      76        2     38.622      5.942      2.971
      77        3     41.593      5.942      0.000
      78        2     44.564      8.913      0.000
      79        3     41.593      8.913      2.971
      80        4     44.564      5.942      2.971
      81        3     47.535      5.942      0.000
      82        1     50.506      8.913      0.000
      83        3     47.535      8.913      2.971
      84        2     50.506      5.942      2.971
      85        3     53.477      5.942      0.000
      86        3     56.448      8.913      0.000
      87        3     53.477      8.913      2.971
      88        4     56.448      5.942      2.971
      89        2     59.419      5.942      0.000
      90        1     62.390      8.913      0.000
      91        2     59.419      8.913      2.971
      92        1     62.390      5.942      2.971
      93        4     65.361      5.942      0.000
      94        2     68.331      8.913      0.000
      95        4     65.361      8.913      2.971
      96        1     68.331      5.942      2.971
      97        1      0.000     11.884      0.000
      98        2      2.971     14.855      0.000
      99        3      0.000     14.855      2.971
     100        1      2.971     11.884      2.971
     101        4      5.942     11.884      0.000
     102        4      8.913     14.855      0.000
     103        2      5.942     14.855      2.971
     104        4      8.913     11.884      2.971
     105        3     11.884     11.884      0.000
     106        1     14.855     14.855      0.000
     107        1     11.884     14.855      2.971
     108        4     14.855     11.884      2.971
     109        2     17.826     11.884      0.000
     110        3     20.797     14.855      0.000
     111        2     17.826     14.855      2.971
     112        4     20.797     11.884      2.971
     113        2     23.767     11.884      0.000
     114        1     26.738     14.855      0.000
     115        4     23.767     14.855      2.971
     116        1     26.738     11.884      2.971
     117        1     29.709     11.884      0.000
     118        3     32.680     14.855      0.000
     119        3     29.709     14.855      2.971
     120        3     32.680     11.884      2.971
     121        3     35.651     11.884      0.000
     122        2     38.622     14.855      0.000
     123        3     35.651     14.855      2.971
     124        3     38.622     11.884      2.971
     125        2     41.593     11.884      0.000
     126        2     44.564     14.855      0.000
     127        1     41.593     14.855      2.971
     128        4     44.564     11.884      2.971
     129        2     47.535     11.884      0.000
     130        4     50.506     14.855      0.000
     131        2     47.535     14.855      2.971
     132        3     50.506     11.884      2.971
     133        3     53.477     11.884      0.000
     134        4     56.448     14.855      0.000
     135        2     53.477     14.855      2.971
     136        4     56.448     11.884      2.971
     137        1     59.419     11.884      0.000
     138        2     62.390     14.855      0.000
     139        3     59.419     14.855      2.971
     140        2     62.390     11.884      2.971
     141        1     65.361     11.884      0.000
     142        2     68.331     14.855      0.000
     143        1     65.361     14.855      2.971
     144        3     68.331     11.884      2.971
     145        4      0.000     17.826      0.000
     146        2      2.971     20.797      0.000
